restaurant_name,transaction_date,hour_of_day,day_of_week,review_date,rating,sentiment_score,sentiment_label,topic_label,tag_meal_type,tag_order_type,product_ordered,coffee_type,roast_type,size_kg,unit_price,profit,loyalty_customer,quantity,total_sale,total_profit
Fahrenheit Coffee,2023-12-08 07:00:00,7,Friday,2025-03-29,5,0.8395,positive,Overall coffee experience,Lunch,Dine-in,Excelsa Medium 0.2kg,Excelsa,Medium,0.2,4.125,0.45375,No,1,4.12,0.4538
Fahrenheit Coffee,2022-09-10 11:00:00,11,Saturday,2019-03-31,5,0.8858,positive,Wait time & efficiency,,Delivery,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2020-02-10 12:00:00,12,Monday,2022-03-30,4,0.4754,positive,Overall coffee experience,Brunch,Dine-in,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,Yes,1,3.38,0.3037
Fahrenheit Coffee,2024-07-10 09:00:00,9,Wednesday,2018-03-31,5,0.0,neutral,Food & pastry quality,Brunch,Dine-in,Robusta Light 0.2kg,Robusta,Light,0.2,3.5849999999999995,0.21509999999999996,No,1,3.58,0.2151
Fahrenheit Coffee,2019-04-25 13:00:00,13,Thursday,2022-03-30,5,0.9292,positive,Atmosphere & ambience,Breakfast,Take out,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,No,1,8.91,0.9801
Fahrenheit Coffee,2019-11-23 07:00:00,7,Saturday,2020-03-30,5,0.0,neutral,Food & pastry quality,Breakfast,Take out,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2018-08-15 08:00:00,8,Wednesday,2021-03-30,5,0.9196,positive,Wait time & efficiency,Breakfast,,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,No,1,8.91,0.9801
Fahrenheit Coffee,2023-09-16 14:00:00,14,Saturday,2018-03-31,5,0.0,neutral,Overall coffee experience,Breakfast,Take out,Robusta Medium 0.5kg,Robusta,Medium,0.5,5.97,0.35819999999999996,No,1,5.97,0.3582
Fahrenheit Coffee,2022-09-16 08:00:00,8,Friday,2021-03-30,5,0.0,neutral,Loyalty & regulars,Brunch,Delivery,Robusta Dark 0.5kg,Robusta,Dark,0.5,5.369999999999999,0.32219999999999993,Yes,1,5.37,0.3222
Fahrenheit Coffee,2019-04-21 08:00:00,8,Sunday,2024-03-29,4,0.0,neutral,Overall coffee experience,Breakfast,Dine-in,Robusta Dark 0.5kg,Robusta,Dark,0.5,5.369999999999999,0.32219999999999993,Yes,1,5.37,0.3222
Fahrenheit Coffee,2024-07-31 13:00:00,13,Wednesday,2017-03-31,5,0.9167,positive,Wait time & efficiency,Brunch,Take out,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2022-01-16 14:00:00,14,Sunday,2023-03-30,5,0.2714,positive,Overall coffee experience,Lunch,Dine-in,Arabica Medium 2.5kg,Arabica,Medium,2.5,25.874999999999996,2.3287499999999994,No,1,25.87,2.3287
Fahrenheit Coffee,2017-12-30 07:00:00,7,Saturday,2024-03-29,5,0.7823,positive,Overall coffee experience,,Take out,Excelsa Light 0.2kg,Excelsa,Light,0.2,4.455,0.49005,No,1,4.46,0.49
Fahrenheit Coffee,2018-07-15 08:00:00,8,Sunday,2020-03-30,5,0.0,neutral,Food & pastry quality,Afternoon snack,Take out,Robusta Light 0.2kg,Robusta,Light,0.2,3.5849999999999995,0.21509999999999996,No,2,7.17,0.4302
Fahrenheit Coffee,2019-03-14 10:00:00,10,Thursday,2022-03-30,5,0.6369,positive,Poor service & strict rules,Brunch,Dine-in,Robusta Dark 0.5kg,Robusta,Dark,0.5,5.369999999999999,0.32219999999999993,No,1,5.37,0.3222
Fahrenheit Coffee,2023-10-10 12:00:00,12,Tuesday,2025-11-29,5,0.5379,positive,Poor service & strict rules,Brunch,Delivery,Excelsa Dark 0.2kg,Excelsa,Dark,0.2,3.645,0.40095000000000003,No,1,3.64,0.401
Fahrenheit Coffee,2021-02-28 10:00:00,10,Sunday,2023-03-30,5,0.8074,positive,Atmosphere & ambience,Breakfast,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,No,1,3.88,0.3496
Fahrenheit Coffee,2020-10-07 13:00:00,13,Wednesday,2019-03-31,4,0.5719,positive,Poor service & strict rules,Afternoon snack,Take out,Robusta Light 1.0kg,Robusta,Light,1.0,11.95,0.717,Yes,1,11.95,0.717
Fahrenheit Coffee,2022-04-20 15:00:00,15,Wednesday,2018-03-31,5,0.7906,positive,Price & value,Afternoon snack,Dine-in,Arabica Dark 1.0kg,Arabica,Dark,1.0,9.95,0.8954999999999999,No,2,19.9,1.791
Fahrenheit Coffee,2020-09-18 18:00:00,18,Friday,2020-03-30,5,0.9947,positive,Overall coffee experience,Brunch,Take out,Arabica Light 1.0kg,Arabica,Light,1.0,12.95,1.1655,No,2,25.9,2.331
Fahrenheit Coffee,2022-01-07 09:00:00,9,Friday,2020-03-30,3,0.0,neutral,Overall coffee experience,Brunch,Dine-in,Excelsa Dark 0.5kg,Excelsa,Dark,0.5,7.29,0.8019000000000001,No,2,14.58,1.6038
Fahrenheit Coffee,2025-08-22 08:00:00,8,Friday,2025-05-03,1,-0.862,negative,Overall coffee experience,Breakfast,Take out,Excelsa Dark 0.5kg,Excelsa,Dark,0.5,7.29,0.8019000000000001,Yes,1,7.29,0.8019
Fahrenheit Coffee,2019-05-28 09:00:00,9,Tuesday,2020-03-30,3,0.7783,positive,Overall coffee experience,,Take out,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,2,5.97,0.5373
Fahrenheit Coffee,2020-05-18 08:00:00,8,Monday,2019-03-31,5,0.0,neutral,Overall coffee experience,Breakfast,Delivery,Excelsa Dark 0.5kg,Excelsa,Dark,0.5,7.29,0.8019000000000001,No,1,7.29,0.8019
Fahrenheit Coffee,2025-11-14 10:00:00,10,Friday,2020-03-30,5,0.7897,positive,Overall coffee experience,Lunch,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,No,2,7.77,0.6993
Fahrenheit Coffee,2025-12-05 16:00:00,16,Friday,2019-03-31,5,0.9324,positive,Overall coffee experience,Lunch,Take out,Excelsa Dark 1.0kg,Excelsa,Dark,1.0,12.15,1.3365,No,1,12.15,1.3365
Fahrenheit Coffee,2023-08-11 09:00:00,9,Friday,2017-03-31,5,0.6249,positive,Food & pastry quality,Breakfast,Dine-in,Excelsa Medium 0.2kg,Excelsa,Medium,0.2,4.125,0.45375,No,2,8.25,0.9075
Fahrenheit Coffee,2021-11-05 08:00:00,8,Friday,2018-03-31,5,0.9042,positive,Atmosphere & ambience,,Take out,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2021-04-07 11:00:00,11,Wednesday,2024-03-29,5,0.6689,positive,Overall coffee experience,Breakfast,Take out,Robusta Dark 2.5kg,Robusta,Dark,2.5,20.584999999999997,1.2350999999999999,No,1,20.58,1.2351
Fahrenheit Coffee,2025-09-02 20:00:00,20,Tuesday,2017-03-31,5,0.9311,positive,Atmosphere & ambience,,Take out,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,Yes,3,26.73,2.9403
Fahrenheit Coffee,2017-10-05 08:00:00,8,Thursday,2019-03-31,5,0.0,neutral,Poor service & strict rules,Lunch,,Arabica Dark 0.5kg,Arabica,Dark,0.5,5.97,0.5373,No,1,5.97,0.5373
Fahrenheit Coffee,2022-03-02 15:00:00,15,Wednesday,2017-03-31,5,0.9311,positive,Atmosphere & ambience,,Take out,Arabica Dark 1.0kg,Arabica,Dark,1.0,9.95,0.8954999999999999,Yes,2,19.9,1.791
Fahrenheit Coffee,2021-02-27 16:00:00,16,Saturday,2019-03-31,5,0.9483,positive,Wait time & efficiency,,Dine-in,Liberica Light 0.5kg,Liberica,Light,0.5,9.51,1.2363,Yes,1,9.51,1.2363
Fahrenheit Coffee,2018-07-01 10:00:00,10,Sunday,2018-03-31,5,0.0,neutral,Wait time & efficiency,Lunch,Take out,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,No,1,3.38,0.3037
Fahrenheit Coffee,2022-02-20 12:00:00,12,Sunday,2019-03-31,4,0.7783,positive,Price & value,Afternoon snack,Take out,Arabica Light 2.5kg,Arabica,Light,2.5,29.784999999999997,2.6806499999999995,Yes,1,29.78,2.6806
Fahrenheit Coffee,2017-08-25 10:00:00,10,Friday,2023-03-30,5,0.0,neutral,Atmosphere & ambience,Breakfast,Take out,Arabica Medium 2.5kg,Arabica,Medium,2.5,25.874999999999996,2.3287499999999994,No,1,25.87,2.3287
Fahrenheit Coffee,2018-11-28 09:00:00,9,Wednesday,2018-03-31,5,0.8268,positive,Atmosphere & ambience,Brunch,Take out,Liberica Dark 1.0kg,Liberica,Dark,1.0,12.95,1.6835,No,1,12.95,1.6835
Fahrenheit Coffee,2023-12-11 10:00:00,10,Monday,2020-03-30,5,0.81,positive,Atmosphere & ambience,Brunch,Take out,Arabica Dark 1.0kg,Arabica,Dark,1.0,9.95,0.8954999999999999,No,1,9.95,0.8955
Fahrenheit Coffee,2018-09-07 07:00:00,7,Friday,2025-03-29,5,0.8395,positive,Overall coffee experience,Lunch,Dine-in,Robusta Medium 0.5kg,Robusta,Medium,0.5,5.97,0.35819999999999996,Yes,1,5.97,0.3582
Fahrenheit Coffee,2026-02-21 13:00:00,13,Saturday,2020-03-30,5,0.672,positive,Overall coffee experience,Brunch,,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2025-01-16 16:00:00,16,Thursday,2018-03-31,5,0.9552,positive,Food & pastry quality,Brunch,Dine-in,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,1,6.75,0.6075
Fahrenheit Coffee,2018-05-27 09:00:00,9,Sunday,2019-03-31,5,0.7707,positive,Overall coffee experience,Lunch,Dine-in,Liberica Medium 0.2kg,Liberica,Medium,0.2,4.365,0.56745,No,2,8.73,1.1349
Fahrenheit Coffee,2017-12-09 12:00:00,12,Saturday,2025-11-29,5,0.0,neutral,Price & value,Lunch,,Arabica Light 1.0kg,Arabica,Light,1.0,12.95,1.1655,No,2,25.9,2.331
Fahrenheit Coffee,2023-08-14 08:00:00,8,Monday,2018-03-31,5,0.0,neutral,Overall coffee experience,Brunch,Take out,Liberica Medium 0.5kg,Liberica,Medium,0.5,8.73,1.1349,No,1,8.73,1.1349
Fahrenheit Coffee,2021-04-18 08:00:00,8,Sunday,2024-03-29,5,0.92,positive,Wait time & efficiency,Breakfast,Take out,Robusta Light 0.2kg,Robusta,Light,0.2,3.5849999999999995,0.21509999999999996,No,1,3.58,0.2151
Fahrenheit Coffee,2025-06-20 13:00:00,13,Friday,2023-03-30,5,0.4555,positive,Atmosphere & ambience,Brunch,Dine-in,Liberica Medium 0.5kg,Liberica,Medium,0.5,8.73,1.1349,Yes,1,8.73,1.1349
Fahrenheit Coffee,2020-06-17 08:00:00,8,Wednesday,2021-03-30,5,0.8478,positive,Specialty drinks,,Dine-in,Arabica Dark 2.5kg,Arabica,Dark,2.5,22.884999999999998,2.0596499999999995,No,1,22.88,2.0596
Fahrenheit Coffee,2018-10-26 15:00:00,15,Friday,2019-03-31,5,0.8402,positive,Atmosphere & ambience,Breakfast,Dine-in,Excelsa Medium 0.2kg,Excelsa,Medium,0.2,4.125,0.45375,No,2,8.25,0.9075
Fahrenheit Coffee,2020-01-23 09:00:00,9,Thursday,2022-03-30,5,0.0,neutral,Overall coffee experience,Breakfast,Take out,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2020-01-21 15:00:00,15,Tuesday,2026-01-28,5,0.8932,positive,Wait time & efficiency,Brunch,Take out,Excelsa Medium 1.0kg,Excelsa,Medium,1.0,13.75,1.5125,No,1,13.75,1.5125
Fahrenheit Coffee,2024-03-03 09:00:00,9,Sunday,2023-03-30,5,0.0,neutral,Price & value,Brunch,Dine-in,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,1,2.98,0.2686
Fahrenheit Coffee,2022-12-21 09:00:00,9,Wednesday,2018-03-31,4,0.0,neutral,Food & pastry quality,Brunch,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,No,1,3.88,0.3496
Fahrenheit Coffee,2020-09-02 14:00:00,14,Wednesday,2022-03-30,5,0.0,neutral,Price & value,Brunch,Take out,Robusta Dark 0.5kg,Robusta,Dark,0.5,5.369999999999999,0.32219999999999993,No,2,10.74,0.6444
Fahrenheit Coffee,2019-01-04 11:00:00,11,Friday,2019-03-31,5,0.0,neutral,Food & pastry quality,,Dine-in,Arabica Medium 1.0kg,Arabica,Medium,1.0,11.25,1.0125,No,1,11.25,1.0125
Fahrenheit Coffee,2023-05-19 08:00:00,8,Friday,2018-03-31,5,0.9588,positive,Overall coffee experience,Lunch,Dine-in,Robusta Light 2.5kg,Robusta,Light,2.5,27.484999999999996,1.6490999999999998,No,1,27.48,1.6491
Fahrenheit Coffee,2019-03-15 16:00:00,16,Friday,2022-03-30,5,0.6249,positive,Specialty drinks,Lunch,Take out,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,Yes,1,8.91,0.9801
Fahrenheit Coffee,2018-09-15 09:00:00,9,Saturday,2025-03-29,5,0.0,neutral,Food & pastry quality,,Dine-in,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,No,1,8.91,0.9801
Fahrenheit Coffee,2025-10-26 08:00:00,8,Sunday,2022-03-30,5,0.6249,positive,Price & value,Brunch,Dine-in,Liberica Light 0.2kg,Liberica,Light,0.2,4.755,0.61815,No,1,4.76,0.6182
Fahrenheit Coffee,2025-04-19 10:00:00,10,Saturday,2017-03-31,5,0.9167,positive,Wait time & efficiency,Brunch,Take out,Excelsa Dark 1.0kg,Excelsa,Dark,1.0,12.15,1.3365,No,1,12.15,1.3365
Fahrenheit Coffee,2017-07-08 12:00:00,12,Saturday,2020-03-30,5,0.21,positive,Overall coffee experience,,Take out,Robusta Light 2.5kg,Robusta,Light,2.5,27.484999999999996,1.6490999999999998,No,1,27.48,1.6491
Fahrenheit Coffee,2021-12-21 12:00:00,12,Tuesday,2020-03-30,4,0.0,neutral,Wait time & efficiency,Afternoon snack,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,No,1,3.88,0.3496
Fahrenheit Coffee,2019-06-27 16:00:00,16,Thursday,2020-03-30,1,-0.4588,negative,Atmosphere & ambience,Brunch,Take out,Excelsa Light 1.0kg,Excelsa,Light,1.0,14.85,1.6335,No,1,14.85,1.6335
Fahrenheit Coffee,2019-08-11 12:00:00,12,Sunday,2018-03-31,4,0.0,neutral,Wait time & efficiency,Lunch,Dine-in,Arabica Medium 1.0kg,Arabica,Medium,1.0,11.25,1.0125,No,1,11.25,1.0125
Fahrenheit Coffee,2018-12-23 08:00:00,8,Sunday,2017-03-31,5,0.9041,positive,Overall coffee experience,Breakfast,Take out,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,Yes,1,3.38,0.3037
Fahrenheit Coffee,2021-07-11 09:00:00,9,Sunday,2025-08-31,5,0.9762,positive,Atmosphere & ambience,,,Arabica Light 0.5kg,Arabica,Light,0.5,7.77,0.6992999999999999,No,1,7.77,0.6993
Fahrenheit Coffee,2024-09-05 08:00:00,8,Thursday,2024-03-29,5,0.0,neutral,Overall coffee experience,Lunch,Take out,Arabica Dark 0.5kg,Arabica,Dark,0.5,5.97,0.5373,Yes,1,5.97,0.5373
Fahrenheit Coffee,2019-07-25 14:00:00,14,Thursday,2025-03-29,4,0.8016,positive,Food & pastry quality,Breakfast,Dine-in,Arabica Dark 0.5kg,Arabica,Dark,0.5,5.97,0.5373,No,1,5.97,0.5373
Fahrenheit Coffee,2021-07-04 08:00:00,8,Sunday,2017-03-31,5,0.7506,positive,Poor service & strict rules,Brunch,Take out,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,No,2,5.97,0.5373
Fahrenheit Coffee,2019-09-26 12:00:00,12,Thursday,2019-03-31,1,-0.2263,negative,Overall coffee experience,Lunch,Dine-in,Robusta Dark 2.5kg,Robusta,Dark,2.5,20.584999999999997,1.2350999999999999,Yes,2,41.17,2.4702
Fahrenheit Coffee,2020-11-15 12:00:00,12,Sunday,2018-03-31,5,0.0,neutral,Overall coffee experience,Breakfast,Take out,Excelsa Light 0.2kg,Excelsa,Light,0.2,4.455,0.49005,Yes,2,8.91,0.9801
Fahrenheit Coffee,2024-08-02 15:00:00,15,Friday,2021-03-30,5,0.8478,positive,Specialty drinks,,Dine-in,Excelsa Dark 0.2kg,Excelsa,Dark,0.2,3.645,0.40095000000000003,No,1,3.64,0.401
Fahrenheit Coffee,2024-10-14 07:00:00,7,Monday,2026-03-25,5,0.6239,positive,Poor service & strict rules,Brunch,Dine-in,Arabica Light 1.0kg,Arabica,Light,1.0,12.95,1.1655,Yes,1,12.95,1.1655
Fahrenheit Coffee,2021-05-06 08:00:00,8,Thursday,2021-03-30,5,0.5859,positive,Wait time & efficiency,Breakfast,Dine-in,Arabica Medium 0.2kg,Arabica,Medium,0.2,3.375,0.30374999999999996,No,2,6.75,0.6075
Fahrenheit Coffee,2024-04-03 17:00:00,17,Wednesday,2019-03-31,5,0.6369,positive,Food & pastry quality,Afternoon snack,Take out,Robusta Dark 1.0kg,Robusta,Dark,1.0,8.95,0.5369999999999999,No,1,8.95,0.537
Fahrenheit Coffee,2024-11-12 12:00:00,12,Tuesday,2025-03-29,3,0.0,neutral,Food & pastry quality,Brunch,,Arabica Light 1.0kg,Arabica,Light,1.0,12.95,1.1655,Yes,1,12.95,1.1655
Fahrenheit Coffee,2022-01-23 10:00:00,10,Sunday,2018-03-31,5,0.0,neutral,Atmosphere & ambience,,Take out,Arabica Dark 1.0kg,Arabica,Dark,1.0,9.95,0.8954999999999999,No,1,9.95,0.8955
Fahrenheit Coffee,2025-08-23 14:00:00,14,Saturday,2018-03-31,2,0.0,neutral,Atmosphere & ambience,Brunch,,Liberica Light 0.5kg,Liberica,Light,0.5,9.51,1.2363,No,1,9.51,1.2363
Fahrenheit Coffee,2025-12-17 17:00:00,17,Wednesday,2020-03-30,5,0.0,neutral,Poor service & strict rules,Afternoon snack,Take out,Excelsa Light 0.5kg,Excelsa,Light,0.5,8.91,0.9801,Yes,1,8.91,0.9801
Fahrenheit Coffee,2020-05-16 09:00:00,9,Saturday,2019-03-31,5,0.0,neutral,Overall coffee experience,Brunch,,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,No,2,13.5,1.215
Fahrenheit Coffee,2021-11-02 17:00:00,17,Tuesday,2021-03-30,5,0.811,positive,Specialty drinks,Afternoon snack,Dine-in,Liberica Medium 0.5kg,Liberica,Medium,0.5,8.73,1.1349,No,1,8.73,1.1349
Fahrenheit Coffee,2025-03-04 08:00:00,8,Tuesday,2019-03-31,5,0.0,neutral,Atmosphere & ambience,Afternoon snack,Take out,Liberica Light 2.5kg,Liberica,Light,2.5,36.455,4.7391499999999995,No,1,36.46,4.7391
Fahrenheit Coffee,2025-09-13 19:00:00,19,Saturday,2020-03-30,5,0.7717,positive,Overall coffee experience,Afternoon snack,Dine-in,Excelsa Medium 0.2kg,Excelsa,Medium,0.2,4.125,0.45375,Yes,3,12.38,1.3612
Fahrenheit Coffee,2021-10-11 08:00:00,8,Monday,2024-03-29,5,0.9504,positive,Specialty drinks,,Take out,Arabica Dark 0.5kg,Arabica,Dark,0.5,5.97,0.5373,No,1,5.97,0.5373
Fahrenheit Coffee,2018-05-11 09:00:00,9,Friday,2024-03-29,5,0.9531,positive,Loyalty & regulars,,Take out,Excelsa Light 0.2kg,Excelsa,Light,0.2,4.455,0.49005,No,1,4.46,0.49
Fahrenheit Coffee,2026-01-02 07:00:00,7,Friday,2017-03-31,5,0.9311,positive,Atmosphere & ambience,,Take out,Excelsa Light 0.2kg,Excelsa,Light,0.2,4.455,0.49005,No,1,4.46,0.49
Fahrenheit Coffee,2024-09-08 15:00:00,15,Sunday,2017-03-31,5,0.0,neutral,Poor service & strict rules,Breakfast,Take out,Arabica Medium 1.0kg,Arabica,Medium,1.0,11.25,1.0125,No,1,11.25,1.0125
Fahrenheit Coffee,2021-01-26 20:00:00,20,Tuesday,2023-03-30,5,0.8016,positive,Overall coffee experience,Breakfast,Dine-in,Liberica Light 0.5kg,Liberica,Light,0.5,9.51,1.2363,No,1,9.51,1.2363
Fahrenheit Coffee,2017-05-09 09:00:00,9,Tuesday,2018-03-31,4,0.0,neutral,Price & value,Brunch,Dine-in,Liberica Medium 0.5kg,Liberica,Medium,0.5,8.73,1.1349,No,1,8.73,1.1349
Fahrenheit Coffee,2017-05-16 09:00:00,9,Tuesday,2018-03-31,5,0.0,neutral,Wait time & efficiency,Lunch,Dine-in,Arabica Dark 0.2kg,Arabica,Dark,0.2,2.985,0.26865,Yes,1,2.98,0.2686
Fahrenheit Coffee,2020-10-17 09:00:00,9,Saturday,2023-03-30,5,0.5983,positive,Overall coffee experience,,Take out,Robusta Light 1.0kg,Robusta,Light,1.0,11.95,0.717,No,1,11.95,0.717
Fahrenheit Coffee,2021-03-10 08:00:00,8,Wednesday,2020-03-30,5,0.9913,positive,Overall coffee experience,Afternoon snack,Take out,Robusta Light 0.5kg,Robusta,Light,0.5,7.169999999999999,0.4301999999999999,No,1,7.17,0.4302
Fahrenheit Coffee,2018-07-19 15:00:00,15,Thursday,2020-03-30,1,0.3818,positive,Overall coffee experience,Afternoon snack,Take out,Excelsa Light 0.2kg,Excelsa,Light,0.2,4.455,0.49005,No,1,4.46,0.49
Fahrenheit Coffee,2025-11-13 07:00:00,7,Thursday,2019-03-31,5,0.9509,positive,Overall coffee experience,,Dine-in,Arabica Light 0.2kg,Arabica,Light,0.2,3.885,0.34964999999999996,No,1,3.88,0.3496
Fahrenheit Coffee,2017-06-23 19:00:00,19,Friday,2023-03-30,5,0.0,neutral,Wait time & efficiency,Brunch,Dine-in,Robusta Medium 0.5kg,Robusta,Medium,0.5,5.97,0.35819999999999996,No,1,5.97,0.3582
Fahrenheit Coffee,2022-09-08 18:00:00,18,Thursday,2019-03-31,5,0.6249,positive,Overall coffee experience,Breakfast,Take out,Arabica Medium 0.5kg,Arabica,Medium,0.5,6.75,0.6074999999999999,Yes,1,6.75,0.6075
Fahrenheit Coffee,2025-11-30 08:00:00,8,Sunday,2023-03-30,5,0.9446,positive,Specialty drinks,,Take out,Liberica Light 2.5kg,Liberica,Light,2.5,36.455,4.7391499999999995,No,2,72.91,9.4783
